id,path,label
AAWRAXMA,./train/AAWRAXMA.ogg,real
AAWWBNIZ,./train/AAWWBNIZ.ogg,fake
AAWWHHJX,./train/AAWWHHJX.ogg,real
AAWZUHOB,./train/AAWZUHOB.ogg,real
AAXQREUD,./train/AAXQREUD.ogg,fake
AAXSBNDD,./train/AAXSBNDD.ogg,fake
AAXYCDPY,./train/AAXYCDPY.ogg,real
AAYKMDBZ,./train/AAYKMDBZ.ogg,real
AAYPWYKF,./train/AAYPWYKF.ogg,fake
AAYTHXYW,./train/AAYTHXYW.ogg,fake
AAYYBEHJ,./train/AAYYBEHJ.ogg,real
AAZJOTGS,./train/AAZJOTGS.ogg,fake
AAZTWMFP,./train/AAZTWMFP.ogg,real
AAZYAGMM,./train/AAZYAGMM.ogg,fake
ABAENKHV,./train/ABAENKHV.ogg,fake
ABAFLSLF,./train/ABAFLSLF.ogg,fake
ABBIUGTR,./train/ABBIUGTR.ogg,real
ABBZBMWL,./train/ABBZBMWL.ogg,real
ABCPBMFW,./train/ABCPBMFW.ogg,real
ABCVBHOB,./train/ABCVBHOB.ogg,fake
ABDOJNBI,./train/ABDOJNBI.ogg,fake
ABEFAEHN,./train/ABEFAEHN.ogg,fake
ABEMMSDM,./train/ABEMMSDM.ogg,fake
ABEOIKVE,./train/ABEOIKVE.ogg,fake
ABFGDXNL,./train/ABFGDXNL.ogg,fake
ABFJWPVZ,./train/ABFJWPVZ.ogg,fake
ABFLRFQS,./train/ABFLRFQS.ogg,fake
ABFLVQJN,./train/ABFLVQJN.ogg,fake
ABFQLXGA,./train/ABFQLXGA.ogg,real
ABGTOQQP,./train/ABGTOQQP.ogg,fake
ABHCEUXO,./train/ABHCEUXO.ogg,fake
ABHKMALR,./train/ABHKMALR.ogg,fake
ABHPHEQR,./train/ABHPHEQR.ogg,real
ABICOCXR,./train/ABICOCXR.ogg,real
ABJOLJDE,./train/ABJOLJDE.ogg,real
ABKCBVEX,./train/ABKCBVEX.ogg,real
ABKEQPLS,./train/ABKEQPLS.ogg,real
ABKFHZQH,./train/ABKFHZQH.ogg,fake
ABKGIXCK,./train/ABKGIXCK.ogg,real
ABKUMPGG,./train/ABKUMPGG.ogg,fake
ABKXHBIM,./train/ABKXHBIM.ogg,real
ABLARKBT,./train/ABLARKBT.ogg,fake
ABLIHAZW,./train/ABLIHAZW.ogg,real
ABLNKKUX,./train/ABLNKKUX.ogg,fake
ABLWKUWO,./train/ABLWKUWO.ogg,fake
ABMDYAQT,./train/ABMDYAQT.ogg,real
ABMPTGUJ,./train/ABMPTGUJ.ogg,fake
ABMTFRFR,./train/ABMTFRFR.ogg,fake
ABNJDLFT,./train/ABNJDLFT.ogg,fake
ABNPAPHJ,./train/ABNPAPHJ.ogg,fake
ABNSMWQL,./train/ABNSMWQL.ogg,real
ABNYBNQV,./train/ABNYBNQV.ogg,real
ABOAJFJU,./train/ABOAJFJU.ogg,fake
ABODBMGT,./train/ABODBMGT.ogg,real
ABOGAUEA,./train/ABOGAUEA.ogg,fake
ABOHAMXE,./train/ABOHAMXE.ogg,real
ABOQWAGI,./train/ABOQWAGI.ogg,real
ABOUKFBY,./train/ABOUKFBY.ogg,fake
ABOZOOGW,./train/ABOZOOGW.ogg,real
ABPBTZOA,./train/ABPBTZOA.ogg,fake
ABPERQHZ,./train/ABPERQHZ.ogg,fake
ABPFZVZA,./train/ABPFZVZA.ogg,real
ABPNIJHE,./train/ABPNIJHE.ogg,real
ABPPUMMV,./train/ABPPUMMV.ogg,real
ABPQJSIJ,./train/ABPQJSIJ.ogg,real
ABQFMETL,./train/ABQFMETL.ogg,fake
ABRQWDWI,./train/ABRQWDWI.ogg,fake
ABRXILJS,./train/ABRXILJS.ogg,fake
ABSHFXDX,./train/ABSHFXDX.ogg,real
ABSNZUNO,./train/ABSNZUNO.ogg,real
ABSPZPGI,./train/ABSPZPGI.ogg,real
ABSWVZJA,./train/ABSWVZJA.ogg,real
ABSXQNYR,./train/ABSXQNYR.ogg,real
ABTLKJXD,./train/ABTLKJXD.ogg,fake
ABTNXFZS,./train/ABTNXFZS.ogg,real
ABTPCQFA,./train/ABTPCQFA.ogg,real
ABUHXIXM,./train/ABUHXIXM.ogg,real
ABUNGWUU,./train/ABUNGWUU.ogg,fake
ABUQBWXC,./train/ABUQBWXC.ogg,fake
ABUUKHXR,./train/ABUUKHXR.ogg,fake
ABVBMDVV,./train/ABVBMDVV.ogg,fake
ABVBWXRP,./train/ABVBWXRP.ogg,real
ABVGOCCV,./train/ABVGOCCV.ogg,real
ABVGQMUB,./train/ABVGQMUB.ogg,fake
ABVWWSBB,./train/ABVWWSBB.ogg,real
ABWCFFHK,./train/ABWCFFHK.ogg,real
ABWUXCMN,./train/ABWUXCMN.ogg,real
ABXJPTKW,./train/ABXJPTKW.ogg,fake
ABYCORVQ,./train/ABYCORVQ.ogg,fake
ABYKGYGO,./train/ABYKGYGO.ogg,real
ABYNSDDG,./train/ABYNSDDG.ogg,fake
ABYOZVEE,./train/ABYOZVEE.ogg,fake
ABYRDEYH,./train/ABYRDEYH.ogg,fake
ABYWCRPI,./train/ABYWCRPI.ogg,fake
ABYZABZD,./train/ABYZABZD.ogg,real
ABYZNHTZ,./train/ABYZNHTZ.ogg,real
ABZCSMEE,./train/ABZCSMEE.ogg,fake
ABZRXUIA,./train/ABZRXUIA.ogg,fake
ACADZSLP,./train/ACADZSLP.ogg,real
ACAQLVEP,./train/ACAQLVEP.ogg,fake
ACAXJQVH,./train/ACAXJQVH.ogg,real
ACCFXCMA,./train/ACCFXCMA.ogg,real
ACCIDWEB,./train/ACCIDWEB.ogg,real
ACCIREEY,./train/ACCIREEY.ogg,fake
ACCJJVII,./train/ACCJJVII.ogg,fake
ACCRYQFF,./train/ACCRYQFF.ogg,fake
ACCVDILY,./train/ACCVDILY.ogg,real
ACDLJRDR,./train/ACDLJRDR.ogg,fake
ACDRCJLG,./train/ACDRCJLG.ogg,real
ACDYPDEM,./train/ACDYPDEM.ogg,fake
ACERXOAR,./train/ACERXOAR.ogg,real
ACEVNLTT,./train/ACEVNLTT.ogg,fake
ACEZIJAB,./train/ACEZIJAB.ogg,fake
ACFGHOWF,./train/ACFGHOWF.ogg,real
ACFQUFYO,./train/ACFQUFYO.ogg,fake
ACFWDRVT,./train/ACFWDRVT.ogg,real
ACGFRPRI,./train/ACGFRPRI.ogg,real
ACGUAHMM,./train/ACGUAHMM.ogg,fake
ACHJDZOZ,./train/ACHJDZOZ.ogg,real
ACHMYSZY,./train/ACHMYSZY.ogg,fake
ACHORSDD,./train/ACHORSDD.ogg,real
ACHRSWBA,./train/ACHRSWBA.ogg,real
ACHVQDUS,./train/ACHVQDUS.ogg,real
ACIFENNO,./train/ACIFENNO.ogg,fake
ACIHPMPW,./train/ACIHPMPW.ogg,real
ACILIPFX,./train/ACILIPFX.ogg,fake
ACIWOKDJ,./train/ACIWOKDJ.ogg,fake
ACJUMQTR,./train/ACJUMQTR.ogg,fake
ACKCEXWX,./train/ACKCEXWX.ogg,fake
ACKSBUPD,./train/ACKSBUPD.ogg,real
ACLGRMWV,./train/ACLGRMWV.ogg,fake
ACLJSORS,./train/ACLJSORS.ogg,fake
ACLQGXBK,./train/ACLQGXBK.ogg,fake
ACMIDJBL,./train/ACMIDJBL.ogg,fake
ACMMKTIX,./train/ACMMKTIX.ogg,real
ACMVOVPG,./train/ACMVOVPG.ogg,real
ACMVWCLI,./train/ACMVWCLI.ogg,real
ACMWONON,./train/ACMWONON.ogg,real
ACNMORJU,./train/ACNMORJU.ogg,fake
ACOCDNKO,./train/ACOCDNKO.ogg,real
ACOGLDLN,./train/ACOGLDLN.ogg,real
ACOHIIDN,./train/ACOHIIDN.ogg,fake
ACOYEPCS,./train/ACOYEPCS.ogg,real
ACPGWVHU,./train/ACPGWVHU.ogg,real
ACPNWAZP,./train/ACPNWAZP.ogg,real
ACPPUGMA,./train/ACPPUGMA.ogg,real
ACQBNMSF,./train/ACQBNMSF.ogg,real
ACQYANTU,./train/ACQYANTU.ogg,fake
ACRFDLZL,./train/ACRFDLZL.ogg,real
ACRLASKU,./train/ACRLASKU.ogg,fake
ACRLDUAX,./train/ACRLDUAX.ogg,fake
ACRXBUQB,./train/ACRXBUQB.ogg,real
ACSANEKN,./train/ACSANEKN.ogg,real
ACSBLOUY,./train/ACSBLOUY.ogg,real
ACSCYAQJ,./train/ACSCYAQJ.ogg,real
ACSTVSFE,./train/ACSTVSFE.ogg,fake
ACTDYAIM,./train/ACTDYAIM.ogg,fake
ACTOJCHP,./train/ACTOJCHP.ogg,real
ACTVDSPZ,./train/ACTVDSPZ.ogg,real
ACUUCPDE,./train/ACUUCPDE.ogg,real
ACVBIICI,./train/ACVBIICI.ogg,real
ACVLQWUT,./train/ACVLQWUT.ogg,real
ACWBHUHH,./train/ACWBHUHH.ogg,fake
ACWCEZKR,./train/ACWCEZKR.ogg,real
ACWJDIYF,./train/ACWJDIYF.ogg,real
ACWJFMDA,./train/ACWJFMDA.ogg,real
ACWPMQUS,./train/ACWPMQUS.ogg,fake
ACXQVBZU,./train/ACXQVBZU.ogg,real
ACXSNPAG,./train/ACXSNPAG.ogg,fake
ACYDVUSW,./train/ACYDVUSW.ogg,real
ACYDXMGH,./train/ACYDXMGH.ogg,real
ACYNKSXM,./train/ACYNKSXM.ogg,fake
ACYPSUDL,./train/ACYPSUDL.ogg,fake
ACYWILHM,./train/ACYWILHM.ogg,fake
ACZDWFJU,./train/ACZDWFJU.ogg,fake
ACZHJEMZ,./train/ACZHJEMZ.ogg,fake
ACZQHZVX,./train/ACZQHZVX.ogg,fake
ACZYGLME,./train/ACZYGLME.ogg,fake
ADBJJUZZ,./train/ADBJJUZZ.ogg,fake
ADBMDAGD,./train/ADBMDAGD.ogg,fake
ADCHBQBA,./train/ADCHBQBA.ogg,fake
ADCIPVAL,./train/ADCIPVAL.ogg,fake
ADCOOLKZ,./train/ADCOOLKZ.ogg,real
ADCPMILG,./train/ADCPMILG.ogg,fake
ADCVPSTQ,./train/ADCVPSTQ.ogg,real
ADDBUOGS,./train/ADDBUOGS.ogg,fake
ADDGDTIE,./train/ADDGDTIE.ogg,fake
ADDVJJOY,./train/ADDVJJOY.ogg,real
ADECASSY,./train/ADECASSY.ogg,real
ADEJFHOY,./train/ADEJFHOY.ogg,real
ADESWDSC,./train/ADESWDSC.ogg,fake
ADEVHVOE,./train/ADEVHVOE.ogg,real
ADFBFFAQ,./train/ADFBFFAQ.ogg,fake
ADFGBALZ,./train/ADFGBALZ.ogg,real
ADFSOSBE,./train/ADFSOSBE.ogg,fake
ADFWZJRH,./train/ADFWZJRH.ogg,real
ADGBKOGD,./train/ADGBKOGD.ogg,fake
ADGOEVLE,./train/ADGOEVLE.ogg,fake
ADGQHEZF,./train/ADGQHEZF.ogg,fake
ADGYLZAM,./train/ADGYLZAM.ogg,fake
ADHFLHEJ,./train/ADHFLHEJ.ogg,fake
ADHFTIVB,./train/ADHFTIVB.ogg,fake
ADHJIKDG,./train/ADHJIKDG.ogg,real
ADHRVVOP,./train/ADHRVVOP.ogg,fake
ADHSMHLP,./train/ADHSMHLP.ogg,real
ADHWFMHZ,./train/ADHWFMHZ.ogg,fake
ADIEYDPE,./train/ADIEYDPE.ogg,real
ADITNUUO,./train/ADITNUUO.ogg,fake
ADIVLXIX,./train/ADIVLXIX.ogg,fake
ADJDIWTE,./train/ADJDIWTE.ogg,real
ADJGZNRP,./train/ADJGZNRP.ogg,fake
ADJKHDIW,./train/ADJKHDIW.ogg,real
ADJPBUAD,./train/ADJPBUAD.ogg,fake
ADKBXRUV,./train/ADKBXRUV.ogg,fake
ADKELMJC,./train/ADKELMJC.ogg,fake
ADKFQOID,./train/ADKFQOID.ogg,real
ADKHDYQV,./train/ADKHDYQV.ogg,real
ADKRPWYK,./train/ADKRPWYK.ogg,fake
ADLACGUG,./train/ADLACGUG.ogg,fake
ADLDAJMK,./train/ADLDAJMK.ogg,real
ADLKVZEI,./train/ADLKVZEI.ogg,fake
ADLMZFOF,./train/ADLMZFOF.ogg,fake
ADLNYCMI,./train/ADLNYCMI.ogg,fake
ADLQFSRE,./train/ADLQFSRE.ogg,fake
ADMEGPRK,./train/ADMEGPRK.ogg,real
ADMFGENI,./train/ADMFGENI.ogg,fake
ADMQLVFV,./train/ADMQLVFV.ogg,real
ADNGIXGH,./train/ADNGIXGH.ogg,fake
ADNISKIT,./train/ADNISKIT.ogg,fake
ADNKTIJQ,./train/ADNKTIJQ.ogg,real
ADNMWDJP,./train/ADNMWDJP.ogg,fake
ADNNCBGZ,./train/ADNNCBGZ.ogg,fake
ADNPUEYS,./train/ADNPUEYS.ogg,fake
ADNYCZPD,./train/ADNYCZPD.ogg,real
ADNYUCEB,./train/ADNYUCEB.ogg,real
ADOEZJIO,./train/ADOEZJIO.ogg,real
ADPKWOHB,./train/ADPKWOHB.ogg,fake
ADQHEJLV,./train/ADQHEJLV.ogg,real
ADQKGTQJ,./train/ADQKGTQJ.ogg,real
ADQTWRSE,./train/ADQTWRSE.ogg,real
ADQWFHBR,./train/ADQWFHBR.ogg,real
ADRNQPXO,./train/ADRNQPXO.ogg,fake
ADSDIJTR,./train/ADSDIJTR.ogg,fake
ADSNZACB,./train/ADSNZACB.ogg,real
ADSRKXVU,./train/ADSRKXVU.ogg,real
ADSRXWKO,./train/ADSRXWKO.ogg,fake
ADSSBDPL,./train/ADSSBDPL.ogg,real
ADSTEZYN,./train/ADSTEZYN.ogg,fake
ADSTJJIB,./train/ADSTJJIB.ogg,real
ADSXGIKP,./train/ADSXGIKP.ogg,real
ADTAAQCP,./train/ADTAAQCP.ogg,real
ADTBVZIW,./train/ADTBVZIW.ogg,fake
ADTDYZQZ,./train/ADTDYZQZ.ogg,real
ADTJOXOA,./train/ADTJOXOA.ogg,real
ADTQJQCI,./train/ADTQJQCI.ogg,fake
ADTUELXB,./train/ADTUELXB.ogg,real
ADUABJXF,./train/ADUABJXF.ogg,real
ADUBKOVZ,./train/ADUBKOVZ.ogg,real
ADUIUEAW,./train/ADUIUEAW.ogg,real
ADUQCTQP,./train/ADUQCTQP.ogg,real
ADUQOFSI,./train/ADUQOFSI.ogg,fake
ADVMSMTV,./train/ADVMSMTV.ogg,fake
ADVQXYIM,./train/ADVQXYIM.ogg,real
ADWOYWAP,./train/ADWOYWAP.ogg,fake
ADWXBJDH,./train/ADWXBJDH.ogg,fake
ADXBGMXE,./train/ADXBGMXE.ogg,real
ADYANHIO,./train/ADYANHIO.ogg,fake
ADYGUSBE,./train/ADYGUSBE.ogg,real
ADYJKHHY,./train/ADYJKHHY.ogg,fake
ADYPROEM,./train/ADYPROEM.ogg,real
ADYQNAPY,./train/ADYQNAPY.ogg,fake
ADZOBSNB,./train/ADZOBSNB.ogg,real
ADZQZRLW,./train/ADZQZRLW.ogg,real
ADZUQMJO,./train/ADZUQMJO.ogg,fake
AEAAVDAF,./train/AEAAVDAF.ogg,real
AEBMFJWF,./train/AEBMFJWF.ogg,real
AEBNACWI,./train/AEBNACWI.ogg,real
AEBPSOHM,./train/AEBPSOHM.ogg,real
AEBZNUBU,./train/AEBZNUBU.ogg,fake
AECPNGMA,./train/AECPNGMA.ogg,fake
AECRBGUJ,./train/AECRBGUJ.ogg,real
AECVJJQK,./train/AECVJJQK.ogg,real
AEDCYQQT,./train/AEDCYQQT.ogg,real
AEDHXXYD,./train/AEDHXXYD.ogg,real
AEDPCSZJ,./train/AEDPCSZJ.ogg,fake
AEDZPTDI,./train/AEDZPTDI.ogg,real
AEEACJIW,./train/AEEACJIW.ogg,fake
AEEOHCVR,./train/AEEOHCVR.ogg,fake
AEEUECPE,./train/AEEUECPE.ogg,real
AEEURZUP,./train/AEEURZUP.ogg,fake
AEFBUARF,./train/AEFBUARF.ogg,real
AEFMVYBW,./train/AEFMVYBW.ogg,real
AEFWQMYP,./train/AEFWQMYP.ogg,real
AEGEBHFT,./train/AEGEBHFT.ogg,real
AEGWUBEU,./train/AEGWUBEU.ogg,real
AEHCWTPB,./train/AEHCWTPB.ogg,real
AEHDZWQM,./train/AEHDZWQM.ogg,fake
AEHVGZKG,./train/AEHVGZKG.ogg,fake
AEIAQJXV,./train/AEIAQJXV.ogg,real
AEIKQDHC,./train/AEIKQDHC.ogg,fake
AEIRDQKD,./train/AEIRDQKD.ogg,real
AEIZRMHG,./train/AEIZRMHG.ogg,fake
AEJFIPHV,./train/AEJFIPHV.ogg,fake
AEJJCUCT,./train/AEJJCUCT.ogg,real
AEJMEDNT,./train/AEJMEDNT.ogg,fake
AEKDGZXN,./train/AEKDGZXN.ogg,fake
AEKOBTOE,./train/AEKOBTOE.ogg,real
AEKSMDCO,./train/AEKSMDCO.ogg,real
AELDKNXQ,./train/AELDKNXQ.ogg,fake
AELSBQQL,./train/AELSBQQL.ogg,real
AEMDYPFZ,./train/AEMDYPFZ.ogg,fake
AEMHVPVW,./train/AEMHVPVW.ogg,fake
AEMKIWDO,./train/AEMKIWDO.ogg,fake
AEMMWATT,./train/AEMMWATT.ogg,real
AEMZZPPA,./train/AEMZZPPA.ogg,real
AENBNFSI,./train/AENBNFSI.ogg,real
AENRBUAL,./train/AENRBUAL.ogg,real
AENTVFFM,./train/AENTVFFM.ogg,real
AENTYNMG,./train/AENTYNMG.ogg,real
AENWKPQE,./train/AENWKPQE.ogg,fake
AEOFNIMF,./train/AEOFNIMF.ogg,fake
AEOHOHBW,./train/AEOHOHBW.ogg,real
AEOXUSYR,./train/AEOXUSYR.ogg,real
AEPGTXMC,./train/AEPGTXMC.ogg,real
AEQHYULU,./train/AEQHYULU.ogg,fake
AERPPYWP,./train/AERPPYWP.ogg,fake
AERTUDRE,./train/AERTUDRE.ogg,real
AESCIYMY,./train/AESCIYMY.ogg,fake
AESNSXZH,./train/AESNSXZH.ogg,real
AETIFRQU,./train/AETIFRQU.ogg,fake
AETMLJQY,./train/AETMLJQY.ogg,fake
AETMNHHW,./train/AETMNHHW.ogg,fake
AETOGHFY,./train/AETOGHFY.ogg,real
AETWPQPP,./train/AETWPQPP.ogg,real
AEUDCUAC,./train/AEUDCUAC.ogg,fake
AEUWOAIB,./train/AEUWOAIB.ogg,real
AEUYTICZ,./train/AEUYTICZ.ogg,fake
AEVCRCFP,./train/AEVCRCFP.ogg,real
AEVJCMCP,./train/AEVJCMCP.ogg,fake
AEVKUTWY,./train/AEVKUTWY.ogg,fake
AEVNJDXP,./train/AEVNJDXP.ogg,fake
AEWICJRW,./train/AEWICJRW.ogg,real
AEWJZEME,./train/AEWJZEME.ogg,fake
AEWTPDON,./train/AEWTPDON.ogg,real
AEWVHKYT,./train/AEWVHKYT.ogg,fake
AEXGOQDL,./train/AEXGOQDL.ogg,real
AEXKWYDW,./train/AEXKWYDW.ogg,fake
AEXNBZLD,./train/AEXNBZLD.ogg,real
AEXWQOKG,./train/AEXWQOKG.ogg,real
AEXYVJTN,./train/AEXYVJTN.ogg,fake
AEYBZATW,./train/AEYBZATW.ogg,real
AEYLNOZG,./train/AEYLNOZG.ogg,fake
AEYOLXXC,./train/AEYOLXXC.ogg,fake
AEYSCGLW,./train/AEYSCGLW.ogg,fake
AEYXWGZQ,./train/AEYXWGZQ.ogg,fake
AEZDKBEY,./train/AEZDKBEY.ogg,real
AEZDYISN,./train/AEZDYISN.ogg,real
AEZYLUQL,./train/AEZYLUQL.ogg,fake
AFAAYJSI,./train/AFAAYJSI.ogg,real
AFACNPAK,./train/AFACNPAK.ogg,real
AFADRIRJ,./train/AFADRIRJ.ogg,fake
AFAGCXCK,./train/AFAGCXCK.ogg,real
AFALXUGS,./train/AFALXUGS.ogg,real
AFAMVIHQ,./train/AFAMVIHQ.ogg,real
AFANLUMA,./train/AFANLUMA.ogg,real
AFBLGBET,./train/AFBLGBET.ogg,real
AFBLTGOK,./train/AFBLTGOK.ogg,fake
AFBQLTEG,./train/AFBQLTEG.ogg,real
AFBXWLNK,./train/AFBXWLNK.ogg,fake
AFBZWKVM,./train/AFBZWKVM.ogg,fake
AFCEQCVZ,./train/AFCEQCVZ.ogg,real
AFCYFLUW,./train/AFCYFLUW.ogg,real
AFDJUTMO,./train/AFDJUTMO.ogg,real
AFDPMDHK,./train/AFDPMDHK.ogg,fake
AFEHOGCJ,./train/AFEHOGCJ.ogg,real
AFEYUVPQ,./train/AFEYUVPQ.ogg,real
AFFLBOVF,./train/AFFLBOVF.ogg,fake
AFGCNCUU,./train/AFGCNCUU.ogg,fake
AFHOVMJV,./train/AFHOVMJV.ogg,real
AFIFNCLP,./train/AFIFNCLP.ogg,real
AFIKKLUO,./train/AFIKKLUO.ogg,fake
AFIROKXK,./train/AFIROKXK.ogg,fake
AFIUYGOA,./train/AFIUYGOA.ogg,real
AFJMVZLF,./train/AFJMVZLF.ogg,real
AFJPEUHJ,./train/AFJPEUHJ.ogg,real
AFJWZYRF,./train/AFJWZYRF.ogg,real
AFKXTQZF,./train/AFKXTQZF.ogg,real
AFLFVIKD,./train/AFLFVIKD.ogg,fake
AFLHPTQF,./train/AFLHPTQF.ogg,fake
AFLZWGMH,./train/AFLZWGMH.ogg,real
AFMGPDKW,./train/AFMGPDKW.ogg,real
AFNLQZQL,./train/AFNLQZQL.ogg,real
AFNXJSXO,./train/AFNXJSXO.ogg,real
AFOPZPTL,./train/AFOPZPTL.ogg,real
AFPGGOGL,./train/AFPGGOGL.ogg,real
AFPVFIAV,./train/AFPVFIAV.ogg,fake
AFPWRHRB,./train/AFPWRHRB.ogg,real
AFQEFLJL,./train/AFQEFLJL.ogg,fake
AFQGQEQK,./train/AFQGQEQK.ogg,fake
AFQHSXTQ,./train/AFQHSXTQ.ogg,fake
AFQRCQUU,./train/AFQRCQUU.ogg,fake
AFQSNMRI,./train/AFQSNMRI.ogg,fake
AFRBXNQG,./train/AFRBXNQG.ogg,real
AFRGMQYW,./train/AFRGMQYW.ogg,real
AFRMTWGE,./train/AFRMTWGE.ogg,fake
AFROULCH,./train/AFROULCH.ogg,fake
AFRPSDEM,./train/AFRPSDEM.ogg,real
AFRPUJGI,./train/AFRPUJGI.ogg,real
AFRVVHPK,./train/AFRVVHPK.ogg,fake
AFSEQMNR,./train/AFSEQMNR.ogg,real
AFSJNYYL,./train/AFSJNYYL.ogg,fake
AFSJRKTL,./train/AFSJRKTL.ogg,real
AFSQIJVH,./train/AFSQIJVH.ogg,fake
AFSVCRLI,./train/AFSVCRLI.ogg,fake
AFSVSBSD,./train/AFSVSBSD.ogg,real
AFTARWGF,./train/AFTARWGF.ogg,real
AFTBNETW,./train/AFTBNETW.ogg,real
AFTKYLGZ,./train/AFTKYLGZ.ogg,fake
AFTZDSCV,./train/AFTZDSCV.ogg,fake
AFUEJCDS,./train/AFUEJCDS.ogg,fake
AFUKENUG,./train/AFUKENUG.ogg,fake
AFUYLVDO,./train/AFUYLVDO.ogg,fake
AFVONUFK,./train/AFVONUFK.ogg,real
AFVTCTBV,./train/AFVTCTBV.ogg,fake
AFVWWUVV,./train/AFVWWUVV.ogg,fake
AFVXVZCM,./train/AFVXVZCM.ogg,fake
AFWDAERX,./train/AFWDAERX.ogg,fake
AFWIEFWW,./train/AFWIEFWW.ogg,real
AFWJNPMB,./train/AFWJNPMB.ogg,fake
AFWTBXQH,./train/AFWTBXQH.ogg,fake
AFWUUVYE,./train/AFWUUVYE.ogg,real
AFXBKPRE,./train/AFXBKPRE.ogg,real
AFXPGSFR,./train/AFXPGSFR.ogg,fake
AFYDFEQE,./train/AFYDFEQE.ogg,real
AFYNCSIZ,./train/AFYNCSIZ.ogg,real
AFYOEBAF,./train/AFYOEBAF.ogg,real
AFYZJFSO,./train/AFYZJFSO.ogg,fake
AFZGHEGW,./train/AFZGHEGW.ogg,fake
AFZJCVEA,./train/AFZJCVEA.ogg,real
AFZNNBMJ,./train/AFZNNBMJ.ogg,real
AFZQULOH,./train/AFZQULOH.ogg,fake
AFZWGKYO,./train/AFZWGKYO.ogg,real
AGAALQTR,./train/AGAALQTR.ogg,real
AGAGSFMQ,./train/AGAGSFMQ.ogg,real
AGAPPMIX,./train/AGAPPMIX.ogg,real
AGARSDKA,./train/AGARSDKA.ogg,real
